temperature,rainfall,wind_speed,flood_risk
25.41974697014288,17.300965883405805,12.975480425389573,0
24.53701503941064,18.10017447897321,0.7210497539537286,0
30.83427322841321,40.74719706031633,5.747797521882978,1
34.3012449078836,49.540698472703134,19.589213870609594,1
43.01547465475517,6.565331923610268,0.03246782286667527,0
33.811569041782086,39.419301222089246,10.44418909312315,1
21.841291283975206,26.907167102056214,9.59976919975842,1
26.266930815402596,28.012740065512414,4.298592237767154,1
38.70969182869065,32.389434331072934,14.183995320685092,1
41.29854485939845,43.477102213910065,16.696566153048746,1
44.170962703606314,29.390556858959194,4.073918954693909,1
29.130428080357724,45.80675835651945,8.428878967225156,1
23.51292987643648,27.360626225369373,4.514692096079715,1
27.788001126155528,5.442821113797108,12.391129363776571,0
21.40779775181957,0.12670386664753175,9.731663567557977,0
33.13976436552674,40.926045254358364,18.540691947295247,1
34.25048132467435,23.204202851669564,6.843294206923778,0
24.032086667237582,31.836633204926233,19.332897747671275,1
29.923367724493154,14.590696789147877,15.16563497850141,0
21.580098515299802,39.93653520067589,1.3145541389604776,1
25.919592152498744,7.74557006834542,17.47577528134974,0
40.55073098732217,49.42182383327574,13.007715083656255,1
22.049269285737253,12.343241919321175,6.964500555453168,0
33.2796146866045,28.013860021976818,10.850934682625367,1
30.051971427067592,26.20742371979568,17.907460160291865,1
29.746573698754354,36.37920281356363,4.937747814035576,1
27.237027867382178,46.48235094612825,4.401462608666926,1
33.941497013377784,30.57154814669452,0.10864017804397719,1
40.97740422678805,18.226011833682616,19.206671596017788,0
27.221609800649453,34.25613612037653,17.395478471814684,1
41.91127484368923,34.61321015208866,10.91251624415528,1
30.25994750893178,30.153355590973586,15.300939363545858,1
36.64901819633652,8.974471533484518,7.637443000181152,0
23.42532713034316,31.88464712759046,16.788721944827877,1
26.810383645619947,49.73019107171795,7.555802435751526,1
24.73264631702046,37.714178874605544,3.1012130553244632,1
32.084631762074345,41.49781260379133,2.4952466570091514,1
30.48047880602268,2.8077791954442044,1.1040063520249754,0
37.30814306589454,13.697843031282913,17.89797778399774,0
35.02947671381444,32.46999849864526,14.677761790957632,1
30.67247330653378,47.79740719525165,18.142546492701463,1
22.996884281395715,31.99417828036403,4.685036733204138,1
42.384047485456406,9.167219791156311,13.148266468072688,0
27.33743300254429,39.20413049384087,18.06076477389471,1
37.182628183791714,27.90081309685416,12.631992767339247,1
25.34561511076172,12.744852310832089,2.3767153344671232,0
28.86760936804928,8.15825828370243,3.137501037990682,0
39.830102586056086,14.277018617994042,2.614948715300953,0
30.036472163844977,31.50653767861839,9.75782132579766,1
21.147912131091385,13.79430274028637,18.64569266797818,0
25.7268761116918,27.257873660298642,16.45183096453769,1
22.949883533712523,20.16321702385892,18.030791119908123,0
21.87866964947511,32.67488802750738,16.255382816659324,1
43.80762943338738,39.30925102810458,5.067125645574386,1
21.072988438549345,33.20142543331937,6.202919921576671,1
26.490155321005844,18.530968867450554,11.467431301097546,0
20.033541294339194,2.4302868290502655,10.559672520033354,0
40.894800217441876,32.05298903081246,8.508635601971298,1
26.147908582949807,44.27412964029873,2.725880190293699,1
34.331373060958086,20.551094861046863,6.462119378305324,0
33.54012081948182,13.820834396158771,10.535036728461156,0
32.322823428205254,28.91751486626325,11.354841050117084,1
