temperature,rainfall,wind_speed,humidity,pressure,river_level,soil_moisture,disaster_type,flood_risk
28.108904159657687,190.14286128198324,87.83927301736861,67.89267873576293,965.6018640442436,3.119890406724053,5.8083612168199465,1,1
45.31616510212273,120.22300234864176,84.96870933552546,21.646759543664196,1046.9909852161995,16.648852816008436,21.233911067827616,1,1
21.36387385224852,36.68090197068676,36.50906915514453,61.98051453057903,993.1945018642116,5.824582803960839,61.18528947223795,0,0
19.882285122821465,58.42892970704363,43.963421195243,56.48559873736288,1028.5175961393013,3.9934756431671947,51.42344384136116,0,0
35.73450991017148,9.290082543999546,72.9053822281726,33.64192989498332,956.5051592985279,18.977710745066666,96.56320330745594,0,0
43.29390718407614,60.92275383467414,11.720653680766064,74.73864212097254,994.0152493739602,2.4407646968955765,49.51769101112702,0,0
16.203598239032644,181.8640804157564,31.05359779200203,73.00178274831856,981.171107608941,10.401360423556216,54.67102793432797,1,1
21.469905943393446,193.91692555291172,93.01593880333374,95.15991532513513,1039.482735042765,11.957999576221702,92.18742350231169,1,1
18.097237571817182,39.19657248382904,5.427274669264568,46.02642646106115,988.8677289689482,5.426980635477918,82.87375091519293,0,0
27.486366434275624,56.18690193747615,65.12352997898982,31.27393799798101,1030.219698075404,1.4910128735954165,98.68869366005173,2,0
42.02856692538301,39.74313630683448,0.6626540548322879,85.23691427638673,1020.6857343847618,14.580143360819747,77.12703466859458,0,0
17.591562810693162,71.69314570885452,13.904287143015566,89.04827407004748,1012.3298126827558,6.617960497052984,6.355835028602364,0,0
25.884381260048176,65.03666440534941,87.55274140056768,71.00459770841705,1038.7212742576326,9.444298503238986,11.959424593830171,0,0
39.963567552804825,152.15700972337947,67.35326370833955,81.67737439636488,999.3795596364391,10.454656587639882,42.75410183585496,1,1
15.88966943604333,21.57828539866089,3.77150228240811,70.91283290110243,981.4355981076327,10.171413823294056,90.7566473926093,0,0
23.725228020210622,82.07658460712595,90.66613662516585,38.3038532393298,957.6979909828793,5.795029058275361,16.122128725400444,0,0
47.53941783199006,161.6240759128834,76.00845078125081,89.71684721501742,1030.3672076899115,3.7314011777207168,89.25589984899777,1,1
33.87697846704778,161.4880310328125,107.5309559908192,45.44027799774911,961.0051924527677,4.558703250838834,42.71077886262563,1,1
43.63051680728726,172.1461166512687,0.8342556637428844,60.85978420620526,991.7411003148779,4.442156209414605,11.98653673336828,1,1
26.81653099912698,188.58194078250384,38.78435184249063,61.50324973946929,1020.3018958895178,7.27259204758588,97.17820827209607,1,1
48.68565532297389,50.356459165072835,59.66982070708625,44.07026478534157,978.4840494377468,0.7377389470906559,60.956433397989684,0,0
32.59376581301015,10.29575024999787,33.437575708393375,92.6612708773323,973.9561890666972,2.897897441824462,48.9452760277563,0,0
49.497765893871026,48.41105430230008,80.65626568870543,80.9295692262974,973.7637543992399,14.564326972237192,36.77831327192532,0,0
37.13070407077528,126.70594215217893,64.29296208897102,27.223181604352664,1033.5302495589237,6.415601299434717,18.651851039985424,1,1
16.42712995441674,118.17858863764836,81.30772342107389,21.32702631422849,1001.2093058299281,4.529915503958759,64.51727904094498,1,1
21.1028250151747,138.18754762049318,46.40824155606449,94.93839909893876,963.7520944145994,6.82132702100517,11.347352124058908,1,1
47.3642766397497,175.4678706761962,30.952995325818673,72.79872368273432,1031.7222200201215,11.104016231989247,52.965057835600646,1,1
23.464830181515808,18.620553561179843,107.66589095439922,92.03344457306643,1013.3101457273268,6.780595820974014,34.92095746126609,0,0
40.40844876045838,179.42205199051543,106.45037091181408,82.3900436686099,1014.2031646154288,1.6827992999009767,16.162871409461378,1,1
46.44939659844778,121.28581193191799,1.1036461939955577,28.11772342928257,1016.3501769108055,0.10123167692437374,16.080805141749867,1,1
34.20568262783051,138.37903953853865,78.23535114031206,37.941544756844785,1021.2179221347536,4.744981749936001,32.539969815926774,1,1
41.12719917913084,129.92657980944293,101.90680925930135,72.60903138402747,1006.8308603335472,1.8734953565618495,36.77158030594335,1,1
24.282082868860392,48.79792867581671,116.76126657029347,51.44781797334083,1039.2046555177112,12.622772519945258,79.48113035416485,0,0
32.59229825868172,115.38077692527182,59.10212325826367,35.61943902384356,1022.2452115261506,5.615447248817116,2.431596643145384,1,1
37.59153035675087,35.42213588140979,112.85503012234972,96.31428616020699,1041.4864390220448,7.4031740051088875,1.5456616528867428,0,0
47.49114969057039,85.63682966346286,115.99857828524034,97.08959816714022,1035.300945546736,5.888977841391714,38.50977286019253,0,0
44.78978350308999,63.384401031255535,20.3391296023311,64.54410099666802,1043.6154774160782,13.92059593349946,57.0061170089365,1,1
18.4011772819769,123.00144533983395,118.80646201251159,31.20672121892192,1001.8329652363736,17.547461438559107,74.07686177542044,1,1
39.395550934834375,140.49681679742184,43.13893814637062,43.487347541159465,1030.9361155478514,16.202267893583617,86.70723185801037,1,1
46.963419339476495,102.26847977218756,60.18195536246395,83.86361431734201,1014.9963930777765,14.039337545154067,79.57926694361011,1,1
46.15018696361482,67.59903137030716,45.06995431679328,27.51855518726952,1007.8280140996173,0.7188454759348417,46.55980181324602,0,0
33.99256221476519,57.30825042565688,70.8999912682813,22.440019995123954,953.7348188749214,16.452011213193167,36.019064141126286,0,0
19.447117942815968,104.44865201096087,92.3992263718333,37.26568219974745,1012.2890475819,1.70694929987536,5.16817211686077,1,1
33.59741210488518,108.1270243220213,76.49158817978478,78.08730669781292,1047.5852079462534,10.326006966023906,32.2956472941246,1,1
42.831516816904625,54.16645025241485,52.67657048467633,26.276510507381275,952.5350743415457,19.252968293558503,83.59801205122058,0,0
39.359097213279426,81.79058888285398,20.795318408501494,32.514963413686885,975.0242898164595,10.984533294122409,71.45959227000624,1,1
38.106908185120595,55.98677938918857,114.5838336795833,79.03175333566148,1005.4354052511401,12.234414924687044,41.96000624277899,0,0
23.67058463254051,71.19453573025231,90.9415332557243,21.15147909038047,961.6072640506916,0.920052840435055,4.072880231897013,0,0
44.94112044038525,140.73157187600472,56.90085949047902,27.82673285208012,999.1615875116833,9.469435415611313,17.320186991001517,1,1
30.184807723329058,79.70094687947469,73.90201176626597,70.8074920694115,954.5304009772044,7.492252292529424,62.58599157142364,2,0
32.60976905030307,171.29796823766446,79.0432357942734,33.034754166514375,957.056874740043,12.848385564126312,2.6511310541621813,1,1
35.50214534457122,188.0460482849915,69.05690134510547,51.05359409652175,1014.3288218442353,9.165057809830333,54.56167893159349,1,1
47.95126830717838,77.22052756015485,115.34286765886971,92.4280513564851,969.5791134789297,1.387226017503309,10.077800137742665,3,0
15.637763897804241,18.88859215118568,81.96081280996282,25.695091876818317,981.8975630293761,16.89750621938909,2.3271935735825866,0,0
43.50639689061275,56.37095495467999,14.17977931459875,75.73897322913206,1012.8942846779884,17.54944027054106,73.50710438038858,0,0
43.121832563469695,56.406914514261295,21.29274525356674,80.04918013126867,1030.6834739267265,19.810102840013467,41.26176769114265,0,0
28.02063300274741,155.28259214839937,40.89642483036214,94.46058604828518,1035.8412751843011,8.579880547500366,75.08710677914974,1,1
41.40900059296388,20.62477376718652,108.306348801548,60.42018979582857,1032.6457466107743,6.400992020612235,89.55232284962005,0,0
28.62205875569571,2.167530296059672,108.64583717031164,27.302934142890685,981.9313637590415,19.0012393410161,95.06071469375561,0,0
35.07032608431501,126.36744243395985,53.81346263739837,43.456861735845166,982.8664545369916,13.450369121540769,75.237452943768,1,1
42.7052665304047,157.92362855891076,10.944732365842844,59.553624376206514,955.7558760016644,10.99057764647471,44.1530501373377,1,1
46.06964639654049,70.18300251041573,14.048041971312703,31.43933456422687,1026.1510631717472,12.364361266325222,10.112267612279025,1,1
17.94373821402491,140.193826291824,8.731560763703223,85.7488047432285,1020.6242227156496,1.6269756128379953,8.483771408519193,1,1
49.53238524754114,74.85415915122407,44.47705764802691,85.0239653806002,1044.724857738386,19.720021276457416,75.33781852589416,1,1
28.169085493582052,16.700143339733753,93.25762991129241,64.6723399788644,992.4222009246977,18.12708770189472,11.119748230615134,0,0
32.24187865018007,2.2707289534838138,56.23927703929515,24.504262054546988,961.8817916268072,2.3505249355420976,64.92103021160635,0,0
41.11157077428982,116.67375301943193,115.46070581694504,49.98964636189633,978.5712086281861,17.371982563789206,22.359583851945263,1,1
48.7127888804214,2.4308949379632683,116.38545920491669,23.45279295604609,1039.1143113698072,10.554022181725998,99.29647961193004,0,0
17.58287976573896,110.77085688026416,116.31630427429188,61.847827533611905,1012.9398638135262,13.914973779692343,45.454106476777326,1,1
36.964532802942216,116.86286238462004,108.13896125891868,23.63571042731663,978.096318959223,19.008229681531176,89.02637838909163,1,1
30.947986347499953,124.02651956030735,33.28574195773592,35.0496927779009,996.3698404939983,7.067044560521056,58.365611185087204,1,1
17.72071229377447,194.8789615332333,118.34528933755234,75.85293712157961,1003.609636634412,6.190552325726555,81.37950197069486,1,1
38.96559103938577,32.52338786897826,109.31126213926109,85.80297943385352,1044.9799913291924,14.5143901677672,61.34151959357899,0,0
29.63850627017166,186.54569667080264,103.927666740049,23.617493608495153,952.6366974497251,7.5292673375609915,81.0553330781833,1,1
49.55466452602305,30.083378220705637,71.29568584225622,50.47126853048172,1046.9914397814603,16.842378462714173,83.83287047111378,0,0
31.40426059282396,82.96390046753304,32.80884863168475,24.51003973207417,1036.4722376255054,16.258020182601552,99.97176732861305,1,1
49.88228929758669,111.08634112052549,92.27848982166125,95.58125839059424,1034.9647390677412,4.946962034863953,45.05441353100935,1,1
19.520579530302324,190.81020545174448,72.7409561341056,38.29142444027702,1017.1700684405856,12.362564809157917,35.81627180328405,1,1
18.974515726987015,134.3146391185599,62.436924108455194,81.78547133885115,1002.0163501111994,17.0436300063708,55.190683877448556,1,1
34.63282900373852,175.33072053166902,48.41794394548764,30.72121827605126,952.8782676313339,15.10274511347238,62.03095513534647,1,1
39.642791883472825,42.592832301782146,16.364577070412373,21.163573253430556,985.0587558806596,11.798353737092661,39.22440450997323,0,0
